,Adipose_Subcutaneous,Adipose_Visceral_Omentum,Adrenal_Gland,Artery_Aorta,Artery_Coronary,Artery_Tibial,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Breast_Mammary_Tissue,Cells_Cultured_fibroblasts,Cells_EBV-transformed_lymphocytes,Colon_Sigmoid,Colon_Transverse,Esophagus_Gastroesophageal_Junction,Esophagus_Mucosa,Esophagus_Muscularis,Heart_Atrial_Appendage,Heart_Left_Ventricle,Kidney_Cortex,Liver,Lung,Minor_Salivary_Gland,Muscle_Skeletal,Nerve_Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Small_Intestine_Terminal_Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole_Blood
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.420069988750065,0.0288924101860559,0.000399850599933416,0.000513731182552874,0.000443275442812592,0.087461179327034,0.000864340863656253,0.000840217891382054,0.000838141390588135,0.000937503257067874,0.000995391996111721,0.00550255054553439,0.371768715894494,0.000229379286058247,0.407185042521583,0.215542868010043,0.0932592064076554,0.0271607045942812,0.292050516319675,0.116502593257526,0.000394843054702505,0.112738622970837,0.000671986568486318,0.17587580443533,0.0341149545566387,0.000183668178506196,0.000560365825891495,0.258775188329029,0.339648187245683,0.000832195560913533,7.2427123086527e-05,0.119059180955441,0.181654868916029,0.000378636253066361,0.0862598827213338,0.163404571594476,0.000847036701859906,0.00022353241732344,8.58649748843163e-05,0.00079554960061796,0.0977228520622062,0.0611026499322148,0.196345254597125,0.116627757350827,0.256998194133379,0.000979412113083527,0.00011247655027546,0.0298999752863753,0.022642680052718
KEGG_OXIDATIVE_PHOSPHORYLATION,0.000278150358237326,0.000623055706266314,0.445568454332976,0.00058939645299688,0.121887136936766,0.17960499606514,0.000276865987572819,0.0720631633952194,0.000271589209325612,0.000526194428792223,0.226129261096827,0.0783623604608477,0.131308273957141,0.247993668765389,0.380510073702248,0.000643567724851891,0.0034417843830134,0.000624105819733813,0.000938943713670596,0.0960463808357893,0.223680902975096,0.177400543344696,0.299196437525731,0.000108437458286062,0.169585946171923,0.427245752382684,0.000507029569940642,0.265876736268048,0.111472621595821,0.149087765997886,0.000678978067357093,0.000560955095570534,0.00516326362748428,0.000795597669202834,0.0266730559432576,0.0187736797458569,0.155308342831564,0.0908190631700045,0.000314050448359922,0.310811084102487,0.0371081637103139,0.29746908660768,0.002298612207875,0.000283959682332352,0.000360224724980071,0.0485372202828832,0.0403492259497326,0.000507895038928837,0.0637384398302877
KEGG_PURINE_METABOLISM,0.110422949298536,0.000965121055953205,0.0372356868124974,0.000300809105392545,0.000252439064905047,0.0250166325094246,0.211171979230876,0.000292052403092384,0.244691277918281,0.000875791229540482,0.000492071592016146,0.000836630305973813,0.168285220431481,0.22842892771118,0.228254435860837,0.000845771594205871,0.395616091985638,0.000390961644239724,0.0865779894834641,0.0251183761789567,0.000296866880729795,0.0835927510248222,0.26320747787844,0.000455123465741053,0.000754429356427863,0.176076469469835,0.0796112916872087,0.000855921163456515,0.000429694773396477,0.121329146532541,0.000655881876591593,0.000352148739388213,0.0987778732133189,0.072967236320764,0.114548773557467,0.000911021940177307,0.0259275899680716,0.075504929304084,0.000820560390595347,0.0917457024739789,0.000849279006710276,0.013303894379328,0.0505269492221606,8.42730393633246e-05,0.227685054521735,0.161083174770651,0.00033381447638385,6.50476252194494e-05,0.120549731871711
KEGG_PYRIMIDINE_METABOLISM,0.224730588134033,0.0002850012620911,0.040458934530976,0.000588481657672673,0.000158158663194627,0.0687593468793877,0.15620131907484,0.000644398823846132,0.000165781224612147,0.174770963042506,0.000985950347967446,0.000471008099149913,0.000179423124529421,0.30040235377956,0.0395314998365833,0.0567664487159502,0.171226616109626,0.000227140820352361,0.018452720204521,0.000598027464235201,0.00072201119014062,0.149804047960944,0.299842906600894,6.26342671457678e-05,0.0533958473764794,4.32179304771125e-05,0.000853808933636174,0.000154667595867068,0.000720633225282654,0.650418116768068,0.000859454712131992,0.000526935069356114,0.000488432821584865,0.149813191118163,0.000901413358282298,0.0518826614029772,0.000605667183175683,0.000721153910737485,0.00023891069018282,0.296361402542991,0.231094077252063,0.454806244528332,0.000333631516434252,0.000888929506298155,7.09783511701971e-05,0.117312618739813,0.000737589248921722,0.000947846541646868,0.0521712736753947
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.000185085459379479,0.000129921626765281,2.76367764454335e-05,0.186871719316736,0.10354514777587,0.0533212828437876,0.000505065933568403,0.00056808968167752,0.000354688568040729,0.000933609009487554,0.028631993592699,0.182460266214673,0.235782011018753,0.0835573687325351,0.000347097941441461,0.000323060324881226,0.19153638632181,0.000393668132368475,0.000557747998973355,0.000789882939541712,0.000394619341241196,0.0778315418112507,0.363627023266238,0.000766565097728744,0.000455046982038766,0.000377521833172068,0.000863392298575491,0.000978110616561025,0.0813219946096312,0.00763239297169362,0.085158392727375,2.0167242968455e-05,0.153472510621374,0.000599807897815481,0.000883120176615194,0.000553889610804617,0.270266903472975,0.000489755994640291,0.000713530902983621,0.000112012069206685,0.0419357611850101,0.117095877127991,0.00069105732627213,0.000341240335023031,0.0906194462281914,0.0651299109215176,0.000772760391933844,0.114266534602169,0.000405181810259819
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.000197417126735672,0.125058317494128,0.00999476920101264,0.155972449018819,0.000659480344271287,0.115573712739575,0.292532096657044,0.11293483410991,0.00017399747367017,0.000697028120514005,0.000361916716676205,0.000952627956401557,0.000232460231985897,0.0103414507674105,0.000343954862095416,0.000912248963257298,0.000598399281967431,0.000718476643320173,0.000828070140676573,0.123642220188862,0.140947681327,0.000477110656211153,0.21176793330493,0.253203875368792,0.0594136123781074,0.0802068152159062,0.000425958102801815,0.0475051949998291,0.262360617043124,0.000154210667824373,0.000559671137481928,0.186859934611204,0.304244854531974,0.000871717154514045,0.272088876630412,0.00637231347872573,0.219936568072357,0.000263572227908298,0.180909668340253,0.151085795622799,0.234508954372656,0.0391253487251364,0.000677541953045875,0.0965039751706163,0.0709449727502282,0.000845100874081254,0.000452034100657329,0.000364491767017171,0.118399072344354
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.000446857408620417,0.000753861467819661,0.000603776215575635,0.000766733025200665,0.000781392883043736,0.0505446828826417,0.000571218847995624,0.16860747969611,0.110426349939948,0.0169405909405304,0.170366465687964,0.408402969906863,0.13172704262658,0.141875302467986,0.000378350344020873,0.245196603312717,0.476854884237511,0.000698962984373793,0.290469768095221,0.000131807895144448,0.000892926306929439,0.389658077754775,0.000307206088444218,0.000673080316046253,0.000417092486517504,0.000651231016265228,0.00091608069720678,0.111541877107925,0.115716689166313,0.086999784707591,0.0539647096619258,0.0417175443243058,0.000615873713511974,0.000914529050933197,0.00271894863807791,0.000577087426558137,0.000166241415310651,0.137592544161102,0.00709357291892337,0.000954540283419192,0.142991440454212,0.0760484065714022,0.000779890305595472,9.01360618881881e-05,0.0976630414435233,0.00068279713136144,0.000130773436976597,0.000895251065259799,0.0328091216821415
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.00032254044781439,4.7946241684258e-06,9.95990633964539e-05,0.326862951151865,0.0205505256071057,0.0304865032211792,0.13590252820021,0.10388993617799,0.0990323667802679,0.213636558774125,0.131993655570451,0.173129969709529,0.0551576578537468,0.413133086852978,0.159925583121501,0.000765561981592327,0.0198089508021489,0.431859249392036,0.000580329198855907,0.00026129863364622,0.0774624177947918,0.193757778278441,0.171315435863648,0.000211463153129444,0.000414732170524076,0.000891371377278119,0.000458991688443348,0.136945410858995,0.230180006068675,0.130466774801827,0.000351574553875253,6.89282435923815e-05,0.0775055073890347,0.000380552742164582,0.00674881794500142,0.000570599530590698,0.0491669451808568,0.000791632219683379,0.000855675981845707,0.00076675547612831,0.000283627577591687,0.0413876301378449,0.221334114575423,0.000944856924936175,0.0578582592510626,0.130510047478299,4.49771657586098e-05,0.000353428289992735,0.0292392453055798
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.18830883105556,4.8543150536716e-05,0.000796942887827754,0.000733484810451046,0.000977305581094697,0.0567464040275999,0.000599528229329735,0.000243900851113722,0.231724089813221,0.000590143736684695,0.000837946652667597,0.000458503586938605,0.036668180264722,0.285913553466852,0.123911625570494,0.099767713782307,0.448092834343419,0.474770994744168,0.470595587279982,0.143364409058093,0.184203160101166,0.0219720591578793,0.0362506285554307,0.00070560017041862,2.21013810951263e-05,0.000131834701634943,0.000259499686071649,0.000487886817427352,2.82720711547881e-05,0.453646259439845,0.0785616245500902,0.000668579531600699,0.000955883727874607,0.310920933183599,0.349243878743545,2.01627153437585e-05,0.0589271113145697,0.0353224390926885,0.000484021902317181,0.000144875060766935,0.0919358167216219,0.342227309776296,0.105145135933769,0.00050912099564448,0.109671572606231,0.137577761245438,0.000307535539148375,0.000692232565255836,0.000692580501781777
KEGG_LYSINE_DEGRADATION,0.000352147649275139,0.00023054572683759,0.000137624660274014,0.0457688769115693,0.11251139024078,0.118998745111344,0.000303048234898597,0.0823026839155534,0.000608476262772456,5.01459143124521e-05,0.114256002579122,0.00028196658170782,0.103662758510832,0.0137625367792477,0.000228163804858923,0.000310541923856363,0.107334402802904,0.0883354046593833,0.000101795276394114,0.010738508754924,0.225549301832819,0.000962980232201517,0.000467242022743449,0.000184342165943235,9.79592702351511e-05,0.000582890659337863,0.0711813989071534,0.202104145472917,0.257055195339159,0.149046690866298,0.0826291201774317,0.0483486132354625,0.0559837124369169,0.127968491170619,0.233209527947895,0.000570679728873074,0.000812107145786285,0.000903806731570512,0.0124913992120872,0.13660448589581,0.0448214869161735,0.050575929796906,0.000952006887644529,0.000366966013330966,0.0698420378076424,0.110352249284156,0.151152912366544,0.012707602263891,0.172660041895839
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.000107020737370476,0.000791400433517992,0.000313119351863861,4.96818863321096e-05,0.15486258231897,0.0457264767390394,0.000621517481748015,0.000217202891595662,0.000650009502423927,0.0869381351404558,0.000744852664647624,0.000686916956445202,0.000968764089280739,0.314863231379536,0.392131236185505,0.000363790904171765,0.305737682814274,0.0191758503419427,0.000378372941398993,0.0700888594731088,0.000374320039758459,0.0115478257367506,0.209391729047189,0.000706351503962651,0.0939647444283105,0.00795396558994594,0.000772809442132711,0.000925734183052555,0.000147840718040243,0.0799501546703358,0.000788271417841315,0.16848022175552,0.000935737123014405,0.000889913180610165,0.0372038661728292,0.000432260478381068,0.00096860633790493,0.203689315210898,0.000616000424837694,0.185039076295663,0.119629764285364,0.00548198018469861,0.0569642060025164,0.000124656521715224,0.00038056326773949,0.317434762123237,0.166571668533422,0.000889238915173337,0.000289000317919999
KEGG_HISTIDINE_METABOLISM,0.000912903531454504,0.00075877298717387,0.000355432966025546,0.218599199298903,0.0931077034247141,0.295155518945169,2.06130919978023e-05,7.40416219923645e-05,0.0410272902806287,0.000882988068507984,0.373534578761441,0.135587898770157,0.287307632205202,0.000861926775102989,0.000555952690541744,0.087900468504841,0.000147065120749176,0.0901464692141963,0.308449795234552,0.000996674220543355,0.000876580593874678,0.000581895197974518,0.000884037951240316,8.16071957815439e-05,0.0976386692093156,0.000860800367547199,1.28848464228213e-05,0.000103164020227268,0.0353852313790137,0.000167754773981869,0.0907955734165883,0.000449969407869503,0.0592830898038336,0.0380878769118695,0.19798012370809,0.194606723303681,1.65482794400305e-05,0.174233342891341,0.000647625275654718,0.128708388753378,0.000679035132983699,0.0287581536779315,0.00149932197752851,0.0747961237274623,0.0359535181044741,0.00090876118442975,0.000913391828536987,0.135732254646515,0.232468318048024
KEGG_TYROSINE_METABOLISM,0.000997285193996504,8.81624650210142e-05,0.329195308072591,0.000721351969987154,0.0732602214213058,0.103240439793674,0.000369226396549493,0.000345886163180694,0.000692316331900656,0.000317750574089587,0.000640102863544598,0.000195568057475612,0.000916253496194258,0.0681016725510358,0.692648006963687,0.0709097861403602,0.00036040941439569,0.000192957270657644,0.000326417164644226,0.000885625156806782,0.000490417987806723,0.0477911651240953,0.00065902312216349,0.000888991240644828,0.000697674031835049,0.000913173205917701,0.000452974219108,0.0920433212807286,0.000937258319696412,0.00674582509131156,0.0300645797853116,0.136530657129537,0.299077104392385,0.198141660305348,0.191326719989353,0.000133669462520629,0.000753506519133225,0.0998735914178594,1.18601818103343e-05,0.378438860255178,0.140905321971177,0.000457996911369264,0.000258676246274263,0.301568220735587,0.00362502865584055,0.000759484223788604,0.00040530630107969,1.28390807658434e-05,0.0986190738909037
KEGG_PHENYLALANINE_METABOLISM,0.0353413898575053,0.000570610870374367,0.117528623307155,0.139423962301432,0.332073480119665,0.0112806392089265,0.000428195109823719,0.000682867070194334,0.000457625021692365,0.000903068907093257,0.000626889951759949,0.000856880195904523,0.000230736261466518,0.0189287836724555,0.000231023661559448,0.000960945063270628,0.000599485030630603,0.000913746193982661,0.000449639112688601,0.000751553823938593,0.00027841307176277,0.0372214111243459,0.000720402797684074,0.0787970478979468,0.0881508938649749,1.46989226341248e-05,0.000749433669727296,0.000339610803872347,0.000596756323007867,0.000645796925993636,0.137100705889123,0.0348940888767315,0.141530898724895,0.153863336134486,0.334407003575847,0.000163834772072732,0.000378898829687387,0.000694644223200157,0.000119940196396783,0.0569757766047575,0.0650413706460222,0.000862902715103701,0.191063661695655,0.177917626508808,0.000625662168022245,0.000694203347433358,0.000854352336609736,0.0007061459235847,0.172698927557473
KEGG_TRYPTOPHAN_METABOLISM,0.000694004683289677,0.14517874478932,0.099965291217668,0.000614991038804874,0.169367643127708,0.0950463213802192,0.139552396820768,0.281820954107932,0.000965871017193422,0.00090551177947782,0.159953018010304,0.0144745030641934,0.0851461867826972,0.123759162299927,0.000121306871762499,0.000596342208562419,0.0579260296419577,0.301348286462038,0.000636597379809246,0.0487714003206008,0.28362090671814,0.000129173261579126,0.271389525819245,0.000611315570538864,0.0629674948340282,0.000486053878907114,0.201522415678565,0.0207367023266737,0.206347373075706,0.000406221697805449,0.0827257197376759,0.0884905999698297,0.00035372992255725,0.000117136522661895,0.174331240121322,0.162134429606,0.000606169469887391,0.000989869045559317,0.000873252197401598,0.115822756273801,0.000672958087874577,0.100573966258841,0.0383801757577637,0.000117200027685612,0.137510163554469,0.149097481089385,0.000657409600913525,0.000557397720403969,0.000845515810186043
KEGG_BETA_ALANINE_METABOLISM,0.000689840819686651,0.000485600753454491,0.272994479920651,0.0828832411647982,0.10200751669405,0.188684807581026,0.333816297658886,0.0324040393507686,0.000775534151121974,0.000203196926275268,0.000683693926548585,0.000151558006182313,0.000463449510512874,9.04230049345642e-05,0.12622855535922,0.000718382939463481,0.000151435997953199,0.000125591560499743,0.000749202087521553,0.0008455656664446,0.0902679130827465,0.000919909552903846,0.000245734176598489,0.000621898604556918,0.0907843165332548,0.032454504300204,0.000207787102553993,0.0111178956237253,0.0746338461380367,0.0609066779314877,0.00086074203485623,7.95338850002736e-05,0.0439648639521138,0.000676048794994131,0.138896718170958,0.00500127905661333,0.0487451015323985,0.000998028630623594,0.114540317375443,0.0250996616873959,0.0367738203009695,0.000395679870154709,0.170428066251485,0.000478290406987071,0.251781701839138,0.177678548345319,0.104026084447214,0.000367065366124734,0.276546040420154
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,0.0840908675561018,0.411249299293953,0.0227622071347972,0.0350586416366341,0.0951571916943746,0.111829807567221,0.000984408670803532,0.000877128182910383,0.131760390789186,0.000135093247052282,0.0119550581031626,0.000535441415384412,0.0651723762050045,0.187365960658194,0.0412016501263938,0.20646543969902,0.000985553922597319,0.160028903130158,0.000521294726291671,0.128647862157329,0.021394537814793,0.00260764842192199,0.000421959936153144,0.000309690110152587,0.130071482502478,0.068335941629769,0.0619574187009237,0.000145691321929917,0.00089846907556057,0.000531639593886212,0.0002019825684838,0.137081261426875,0.301422375323359,0.182386004714093,0.135668892938726,0.455957542107423,0.0181887719513052,0.274907830681533,0.11528167339221,0.000491305622737855,0.00069576008617878,0.000356822603847832,0.218713020086709,0.000881471153581515,0.124408749070794,0.0513185170343756,0.000483535931445658,0.000360822721151635,0.0421051185780635
KEGG_SELENOAMINO_ACID_METABOLISM,0.000493518376257271,0.000821386956609786,0.000167162770405412,0.000831152057508007,0.000646567585645244,0.000853170419111848,0.000458262652391568,0.00064922170387581,0.289325690249146,0.300514295024613,0.481767987738831,0.207758839907907,0.109296654621915,0.000378391912439838,0.0878368823713607,0.374805210908038,0.119880921376183,0.0732196523547774,0.118531527309035,0.000397091267397627,0.316116736150836,0.353428753698063,0.168795102893089,0.000375357300741598,0.000253987375181168,0.099623711512407,0.000758823489537463,0.000821107058553025,7.51495198346674e-05,0.0285361524739442,0.148395211648631,0.000113521197112277,0.000472064646659419,0.172395068670584,0.000277568429009989,0.160234208203082,0.000681544336024672,0.131868847168398,0.000535405018599704,0.17178894938901,0.1544109779717,0.289651041561431,0.000559510545805097,0.000314465319504961,0.100690494840469,0.0673495645051037,0.000336049585603178,0.000691561384126544,0.365567230314238
